title,runtime_minutes,genres,averagerating,domestic_gross,foreign_gross,year,global_sales
Brighton Rock,111.0,"Crime,Drama,Thriller",5.7,230000.0,1600000.0,2011,1830000.0
Greenberg,107.0,"Comedy,Drama,Romance",6.1,4200000.0,1900000.0,2010,6100000.0
Wild Target,98.0,"Action,Comedy,Crime",6.8,109000.0,3300000.0,2010,3409000.0
Chico & Rita,94.0,"Animation,Crime,Drama",7.2,351000.0,1900000.0,2012,2251000.0
Mysteries of Lisbon,272.0,"Drama,Mystery,Romance",7.5,111000.0,14900.0,2011,125900.0
Your Highness,102.0,"Adventure,Comedy,Fantasy",5.5,21600000.0,3300000.0,2011,24900000.0
I Spit on Your Grave,108.0,"Horror,Thriller",6.3,93100.0,480000.0,2010,573100.0
We Need to Talk About Kevin,112.0,"Drama,Mystery,Thriller",7.5,1700000.0,4300000.0,2011,6000000.0
The Tourist,103.0,"Action,Adventure,Thriller",6.0,67600000.0,210700000.0,2010,278300000.0
Aloha,105.0,"Comedy,Drama,Romance",5.4,21100000.0,5200000.0,2015,26300000.0
Extraordinary Measures,106.0,Drama,6.5,12100000.0,3100000.0,2010,15200000.0
Conviction,107.0,"Biography,Crime,Drama",7.2,6800000.0,2900000.0,2010,9700000.0
Conviction,110.0,Drama,7.0,6800000.0,2900000.0,2010,9700000.0
Snatched,81.0,Comedy,5.5,45900000.0,15000000.0,2017,60900000.0
Snatched,90.0,"Action,Adventure,Comedy",4.5,45900000.0,15000000.0,2017,60900000.0
Serena,109.0,"Drama,History,Romance",5.4,176000.0,4900000.0,2015,5076000.0
Serena,95.0,"Biography,Documentary,Sport",6.7,176000.0,4900000.0,2015,5076000.0
Kick-Ass,117.0,"Action,Comedy",7.6,48100000.0,48100000.0,2010,96200000.0
Immortals,110.0,"Action,Drama,Fantasy",6.0,83500000.0,143400000.0,2011,226900000.0
The Man with the Iron Fists,95.0,Action,5.4,15600000.0,4099999.0,2012,19699999.0
The Cabin in the Woods,95.0,Horror,7.0,42100000.0,24400000.0,2012,66500000.0
Den of Thieves,140.0,"Action,Crime,Drama",7.0,44900000.0,35600000.0,2018,80500000.0
Sex and the City 2,146.0,"Comedy,Drama,Romance",4.4,95300000.0,193000000.0,2010,288300000.0
Scream 4,111.0,"Horror,Mystery",6.2,38200000.0,59000000.0,2011,97200000.0
The Roommate,91.0,"Drama,Thriller",4.9,37300000.0,3200000.0,2011,40500000.0
Waste Land,99.0,Documentary,7.9,188000.0,88700.0,2010,276700.0
Waste Land,97.0,"Drama,Thriller",5.5,188000.0,88700.0,2010,276700.0
A Very Harold & Kumar 3D Christmas,90.0,"Adventure,Comedy",6.3,35100000.0,326000.0,2011,35426000.0
Don't Be Afraid of the Dark,99.0,"Fantasy,Horror,Thriller",5.6,24000000.0,12900000.0,2011,36900000.0
X-Men: First Class,131.0,"Action,Adventure,Sci-Fi",7.7,146400000.0,207200000.0,2011,353600000.0
Norwegian Wood,133.0,"Drama,Romance",6.4,13000.0,17600000.0,2012,17613000.0
2 Guns,109.0,"Action,Comedy,Crime",6.7,75600000.0,56300000.0,2013,131900000.0
The Spy Next Door,94.0,"Action,Comedy,Family",5.5,24300000.0,20900000.0,2010,45200000.0
The Tempest,110.0,"Comedy,Drama,Fantasy",5.4,278000.0,68700.0,2010,346700.0
The Tempest,131.0,Drama,7.8,278000.0,68700.0,2010,346700.0
The Tempest,169.0,"Comedy,Drama",8.5,278000.0,68700.0,2010,346700.0
Looper,113.0,"Action,Crime,Drama",7.4,66500000.0,110000000.0,2012,176500000.0
A Royal Affair,137.0,"Biography,Drama,History",7.6,1500000.0,6000000.0,2012,7500000.0
Madagascar 3: Europe's Most Wanted,93.0,"Adventure,Animation,Comedy",6.8,216400000.0,530500000.0,2012,746900000.0
Jack Goes Boating,91.0,"Drama,Romance",6.4,542000.0,77600.0,2010,619600.0
Date Night,88.0,"Comedy,Crime,Romance",6.3,98700000.0,53600000.0,2010,152300000.0
Easy A,92.0,"Comedy,Drama,Romance",7.1,58400000.0,16600000.0,2010,75000000.0
Bad Teacher,92.0,"Comedy,Romance",5.7,100300000.0,115900000.0,2011,216200000.0
The Social Network,120.0,"Biography,Drama",7.7,97000000.0,128000000.0,2010,225000000.0
Cats & Dogs: The Revenge of Kitty Galore,82.0,"Action,Comedy,Family",4.3,43600000.0,68900000.0,2010,112500000.0
Poetry,139.0,Drama,7.8,356000.0,1900000.0,2011,2256000.0
Raajneeti,163.0,"Crime,Drama",7.2,1500000.0,11100000.0,2010,12600000.0
Warrior,140.0,"Drama,Sport",8.2,13700000.0,9400000.0,2011,23100000.0
How to Be Single,110.0,"Comedy,Drama,Romance",6.1,46800000.0,65500000.0,2016,112300000.0
As Good as Dead,100.0,"Crime,Thriller",5.2,2000.0,53600.0,2010,55600.0
The Last Song,107.0,"Drama,Music,Romance",6.0,63000000.0,26100000.0,2010,89100000.0
Last Night,93.0,"Drama,Romance",6.6,99000.0,7600000.0,2011,7699000.0
Last Night,93.0,"Comedy,Drama,Romance",7.3,99000.0,7600000.0,2011,7699000.0
Last Night,90.0,Comedy,4.5,99000.0,7600000.0,2011,7699000.0
Last Night,104.0,Drama,6.8,99000.0,7600000.0,2011,7699000.0
The Watch,102.0,"Action,Comedy,Horror",5.7,35400000.0,32900000.0,2012,68300000.0
Pirates of the Caribbean: On Stranger Tides,136.0,"Action,Adventure,Fantasy",6.6,241100000.0,804600000.0,2011,1045700000.0
Iron Man 3,130.0,"Action,Adventure,Sci-Fi",7.2,409000000.0,805800000.0,2013,1214800000.0
Kung Fu Panda 2,90.0,"Action,Adventure,Animation",7.2,165200000.0,500400000.0,2011,665600000.0
Yogi Bear,80.0,"Adventure,Animation,Comedy",4.6,100200000.0,101300000.0,2010,201500000.0
Our Family Wedding,103.0,"Comedy,Romance",4.9,20300000.0,1200000.0,2010,21500000.0
Mars Needs Moms,88.0,"Adventure,Animation,Family",5.4,21400000.0,17600000.0,2011,39000000.0
50/50,100.0,"Comedy,Drama,Romance",7.7,35000000.0,4200000.0,2011,39200000.0
50/50,77.0,Documentary,7.5,35000000.0,4200000.0,2011,39200000.0
Seeking a Friend for the End of the World,101.0,"Adventure,Comedy,Drama",6.7,7100000.0,2600000.0,2012,9700000.0
The Happytime Murders,91.0,"Action,Comedy,Crime",5.3,20700000.0,6800000.0,2018,27500000.0
The Human Resources Manager,103.0,"Comedy,Drama",6.6,64000.0,329000.0,2011,393000.0
Animal Kingdom,113.0,"Crime,Drama",7.3,1000000.0,5700000.0,2010,6700000.0
The Housemaid,106.0,"Drama,Thriller",6.5,158000.0,14600000.0,2011,14758000.0
The Housemaid,105.0,"Horror,Romance",5.8,158000.0,14600000.0,2011,14758000.0
Devil,80.0,"Horror,Mystery,Thriller",6.2,33600000.0,29100000.0,2010,62700000.0
Rise of the Planet of the Apes,105.0,"Action,Drama,Sci-Fi",7.6,176800000.0,305000000.0,2011,481800000.0
Burke and Hare,91.0,"Comedy,Crime,History",6.2,4800.0,4300000.0,2011,4304800.0
The Last Exorcism,87.0,"Drama,Horror,Thriller",5.6,41000000.0,26700000.0,2010,67700000.0
The Expendables,103.0,"Action,Adventure,Thriller",6.5,103100000.0,171400000.0,2010,274500000.0
Gulliver's Travels,85.0,"Adventure,Comedy,Family",4.9,42800000.0,194600000.0,2010,237400000.0
The Beaver,91.0,Drama,6.7,971000.0,6300000.0,2011,7271000.0
Gangster Squad,113.0,"Action,Crime,Drama",6.7,46000000.0,59200000.0,2013,105200000.0
August: Osage County,121.0,"Comedy,Drama",7.2,37700000.0,36500000.0,2013,74200000.0
Going the Distance,102.0,"Comedy,Romance",6.3,17800000.0,24200000.0,2010,42000000.0
Frozen,93.0,"Adventure,Drama,Sport",6.2,400700000.0,875700000.0,2013,1276400000.0
Frozen,92.0,"Fantasy,Romance",5.4,400700000.0,875700000.0,2013,1276400000.0
Frozen,102.0,"Adventure,Animation,Comedy",7.5,400700000.0,875700000.0,2013,1276400000.0
Despicable Me,95.0,"Animation,Comedy,Family",7.7,251500000.0,291600000.0,2010,543100000.0
The Mill and the Cross,92.0,"Drama,History",7.0,312000.0,30300.0,2011,342300.0
The Twilight Saga: Eclipse,124.0,"Adventure,Drama,Fantasy",5.0,300500000.0,398000000.0,2010,698500000.0
The Lucky One,101.0,"Drama,Romance",6.5,60500000.0,38900000.0,2012,99400000.0
Cyrus,87.0,"Crime,Horror,Mystery",4.7,7500000.0,2500000.0,2010,10000000.0
Cyrus,91.0,"Comedy,Drama,Romance",6.3,7500000.0,2500000.0,2010,10000000.0
Lee Daniels' The Butler,132.0,"Biography,Drama",7.2,116600000.0,60000000.0,2013,176600000.0
Gainsbourg: A Heroic Life,135.0,"Biography,Drama,Music",6.9,233000.0,12000000.0,2011,12233000.0
King of Devil's Island,116.0,"Action,Drama",7.5,7600.0,4200000.0,2011,4207600.0
Movie 43,94.0,Comedy,4.3,8800000.0,23600000.0,2013,32400000.0
Never Let Me Go,103.0,"Drama,Romance,Sci-Fi",7.1,2400000.0,7000000.0,2010,9400000.0
Raavan,130.0,"Action,Adventure,Crime",5.4,709000.0,648000.0,2010,1357000.0
47 Ronin,128.0,"Action,Adventure,Drama",6.3,38400000.0,113400000.0,2013,151800000.0
Rock of Ages,123.0,"Comedy,Drama,Musical",5.9,38500000.0,20900000.0,2012,59400000.0
The Robber,90.0,"Biography,Crime,Drama",6.8,83500.0,125000.0,2011,208500.0
In a Better World,118.0,"Drama,Romance",7.6,1000000.0,8600000.0,2011,9600000.0
Four Lions,97.0,"Comedy,Crime,Drama",7.3,305000.0,4400000.0,2010,4705000.0
How Do You Know,121.0,"Comedy,Drama,Romance",5.4,30200000.0,18500000.0,2010,48700000.0
Dredd,95.0,"Action,Crime,Sci-Fi",7.1,13400000.0,22200000.0,2012,35600000.0
The Dark Knight Rises,164.0,"Action,Thriller",8.4,448100000.0,636800000.0,2012,1084900000.0
Butter,90.0,"Comedy,Drama",6.2,105000.0,70700.0,2012,175700.0
Jack the Giant Slayer,114.0,"Adventure,Fantasy",6.3,65200000.0,132500000.0,2013,197700000.0
If I Stay,107.0,"Drama,Fantasy,Music",6.8,50500000.0,28400000.0,2014,78900000.0
The Rabbi's Cat,100.0,"Animation,Comedy,Fantasy",7.2,23400.0,3700000.0,2012,3723400.0
Black Mass,123.0,"Biography,Crime,Drama",6.9,62600000.0,37200000.0,2015,99800000.0
I'm Still Here,108.0,"Comedy,Drama,Music",6.2,409000.0,160000.0,2010,569000.0
I'm Still Here,120.0,"Drama,Romance,Thriller",7.0,409000.0,160000.0,2010,569000.0
The Extra Man,108.0,Comedy,5.9,453000.0,4500.0,2010,457500.0
The Silence,118.0,"Crime,Drama,Thriller",7.0,100000.0,132000.0,2013,232000.0
The Silence,91.0,Drama,7.3,100000.0,132000.0,2013,232000.0
The Silence,90.0,"Horror,Thriller",5.2,100000.0,132000.0,2013,232000.0
Tomb Raider,119.0,"Action,Adventure,Fantasy",6.3,58300000.0,216400000.0,2018,274700000.0
The Sitter,81.0,Comedy,5.7,30400000.0,4500000.0,2011,34900000.0
The Sitter,97.0,Horror,4.0,30400000.0,4500000.0,2011,34900000.0
The Cold Light of Day,93.0,"Action,Thriller",4.9,3800000.0,13100000.0,2012,16900000.0
Miral,112.0,"Drama,History",6.3,373000.0,527000.0,2011,900000.0
Branded,106.0,"Drama,Fantasy,Thriller",4.7,354000.0,3400000.0,2012,3754000.0
Branded,73.0,"Drama,Mystery,Western",3.4,354000.0,3400000.0,2012,3754000.0
Cloud Atlas,172.0,"Action,Drama,Mystery",7.4,27100000.0,103400000.0,2012,130500000.0
Made in Dagenham,113.0,"Biography,Comedy,Drama",7.2,1100000.0,11300000.0,2010,12400000.0
Coriolanus,123.0,"Drama,Thriller,War",6.1,757000.0,315000.0,2012,1072000.0
Coriolanus,192.0,"Drama,History,War",8.7,757000.0,315000.0,2012,1072000.0
Karthik Calling Karthik,135.0,"Drama,Mystery,Thriller",7.0,286000.0,7100.0,2010,293100.0
Pride and Prejudice and Zombies,108.0,"Action,Comedy,Horror",5.8,10900000.0,5500000.0,2016,16400000.0
Upside Down,109.0,"Drama,Fantasy,Romance",6.4,105000.0,8000000.0,2013,8105000.0
Upside Down,81.0,Drama,6.6,105000.0,8000000.0,2013,8105000.0
Inception,148.0,"Action,Adventure,Sci-Fi",8.8,292600000.0,535700000.0,2010,828300000.0
Grown Ups,102.0,Comedy,6.0,162000000.0,109400000.0,2010,271400000.0
The Company You Keep,125.0,"Drama,Thriller",6.4,5100000.0,14500000.0,2013,19600000.0
The Adjustment Bureau,106.0,"Romance,Sci-Fi,Thriller",7.1,62500000.0,65400000.0,2011,127900000.0
Cop Out,107.0,"Action,Comedy,Crime",5.6,44900000.0,10700000.0,2010,55600000.0
The Other Guys,107.0,"Action,Comedy,Crime",6.7,119200000.0,51200000.0,2010,170400000.0
A Somewhat Gentle Man,113.0,"Comedy,Crime,Drama",6.9,37700.0,1800000.0,2011,1837700.0
Suicide Squad,123.0,"Action,Adventure,Fantasy",6.0,325100000.0,421700000.0,2016,746800000.0
Downsizing,135.0,"Drama,Sci-Fi",5.7,24400000.0,30600000.0,2017,55000000.0
Texas Killing Fields,105.0,"Crime,Drama,History",5.7,45500.0,912000.0,2011,957500.0
We Bought a Zoo,124.0,"Comedy,Drama,Family",7.1,75600000.0,44500000.0,2011,120100000.0
When the Bough Breaks,107.0,"Crime,Drama,Horror",5.1,29700000.0,911000.0,2016,30611000.0
In the Heart of the Sea,122.0,"Action,Adventure,Biography",6.9,25000000.0,68900000.0,2015,93900000.0
The Hunger Games,142.0,"Action,Adventure,Sci-Fi",7.2,408000000.0,286400000.0,2012,694400000.0
Mad Max: Fury Road,120.0,"Action,Adventure,Sci-Fi",8.1,153600000.0,224800000.0,2015,378400000.0
Marmaduke,87.0,"Comedy,Family",4.2,33600000.0,50100000.0,2010,83700000.0
Prisoners,153.0,"Crime,Drama,Mystery",8.1,61000000.0,61100000.0,2013,122100000.0
Chance Pe Dance,122.0,"Comedy,Drama,Musical",4.7,169000.0,24300.0,2010,193300.0
Mr. Popper's Penguins,94.0,"Comedy,Family,Fantasy",6.0,68200000.0,119100000.0,2011,187300000.0
It,135.0,"Horror,Thriller",7.4,327500000.0,372900000.0,2017,700400000.0
Taken 2,92.0,"Action,Thriller",6.3,139900000.0,236300000.0,2012,376200000.0
Journey 2: The Mysterious Island,94.0,"Action,Adventure,Comedy",5.8,103900000.0,231400000.0,2012,335300000.0
Straight Outta Compton,147.0,"Biography,Drama,History",7.9,161200000.0,40400000.0,2015,201600000.0
Transformers: Dark of the Moon,154.0,"Action,Adventure,Sci-Fi",6.2,352400000.0,771400000.0,2011,1123800000.0
Winter's Bone,100.0,"Drama,Mystery",7.2,6500000.0,7300000.0,2010,13800000.0
Rare Exports: A Christmas Tale,84.0,"Adventure,Fantasy,Horror",6.7,236000.0,3800000.0,2010,4036000.0
Unknown,113.0,"Action,Mystery,Thriller",6.9,63700000.0,67099999.0,2011,130799999.0
Unknown,96.0,Drama,6.9,63700000.0,67099999.0,2011,130799999.0
Happy Feet Two,100.0,"Adventure,Animation,Comedy",5.9,64000000.0,86400000.0,2011,150400000.0
Aurora,181.0,Drama,6.7,5700.0,5100.0,2011,10800.0
Aurora,83.0,Drama,7.0,5700.0,5100.0,2011,10800.0
Aurora,98.0,Drama,6.3,5700.0,5100.0,2011,10800.0
Aurora,106.0,"Comedy,Drama,Romance",7.5,5700.0,5100.0,2011,10800.0
Aurora,110.0,"Horror,Thriller",4.3,5700.0,5100.0,2011,10800.0
True Grit,110.0,"Adventure,Drama,Western",7.6,171200000.0,81000000.0,2010,252200000.0
Remember Me,113.0,"Drama,Romance",7.1,19100000.0,37000000.0,2010,56100000.0
Remember Me,85.0,Comedy,5.2,19100000.0,37000000.0,2010,56100000.0
The Romantics,95.0,"Comedy,Drama,Romance",5.1,107000.0,17300.0,2010,124300.0
For Colored Girls,133.0,Drama,6.1,37700000.0,17300.0,2010,37717300.0
Just Wright,100.0,"Comedy,Romance,Sport",5.9,21500000.0,29900.0,2010,21529900.0
Twelve,93.0,"Action,Crime,Drama",5.7,184000.0,2400000.0,2010,2584000.0
Twelve,92.0,"Family,Sport",6.5,184000.0,2400000.0,2010,2584000.0
Star Trek Into Darkness,132.0,"Action,Adventure,Sci-Fi",7.7,228800000.0,238600000.0,2013,467400000.0
Ride Along,99.0,"Action,Comedy,Crime",6.2,134900000.0,19500000.0,2014,154400000.0
Ride Along,87.0,Action,4.4,134900000.0,19500000.0,2014,154400000.0
No Strings Attached,108.0,"Comedy,Romance",6.2,70700000.0,78600000.0,2011,149300000.0
Riddick,119.0,"Action,Adventure,Sci-Fi",6.4,42000000.0,56300000.0,2013,98300000.0
The Hangover Part II,102.0,"Comedy,Mystery",6.5,254500000.0,332300000.0,2011,586800000.0
Hop,95.0,"Adventure,Animation,Comedy",5.4,108100000.0,75900000.0,2011,184000000.0
The Best Exotic Marigold Hotel,124.0,"Comedy,Drama,Romance",7.3,46400000.0,90400000.0,2012,136800000.0
Table 19,87.0,"Comedy,Drama,Romance",5.8,3600000.0,1400000.0,2017,5000000.0
12 Strong,130.0,"Action,Drama,History",6.6,45800000.0,21600000.0,2018,67400000.0
Paranoia,106.0,"Drama,Thriller",5.7,7400000.0,6400000.0,2013,13800000.0
Paranoia,87.0,Thriller,5.3,7400000.0,6400000.0,2013,13800000.0
Golden Slumber,139.0,"Action,Drama,Thriller",7.1,94500.0,10600000.0,2018,10694500.0
Golden Slumber,108.0,"Action,Thriller",5.9,94500.0,10600000.0,2018,10694500.0
You Again,105.0,"Comedy,Family,Romance",5.8,25700000.0,6300000.0,2010,32000000.0
Nanny McPhee Returns,109.0,"Comedy,Family,Fantasy",6.1,29000000.0,64200000.0,2010,93200000.0
Cirkus Columbia,113.0,"Comedy,Drama,Romance",7.3,3500.0,9500.0,2012,13000.0
In Darkness,145.0,"Drama,War",7.3,1000000.0,4500000.0,2012,5500000.0
In Darkness,100.0,"Mystery,Thriller",5.8,1000000.0,4500000.0,2012,5500000.0
"I, Frankenstein",92.0,"Action,Fantasy,Horror",5.1,19100000.0,52100000.0,2014,71200000.0
Somewhere,97.0,"Comedy,Drama",6.3,1800000.0,12200000.0,2010,14000000.0
Even the Rain,103.0,"Drama,History",7.5,518000.0,5300000.0,2011,5818000.0
Stone,105.0,"Drama,Thriller",5.4,1800000.0,7700000.0,2010,9500000.0
Stone,90.0,"Crime,Drama,Thriller",5.6,1800000.0,7700000.0,2010,9500000.0
Predators,107.0,"Action,Adventure,Sci-Fi",6.4,52000000.0,75200000.0,2010,127200000.0
Senna,106.0,"Biography,Documentary,Sport",8.6,1600000.0,6600000.0,2011,8200000.0
Black Nativity,93.0,"Drama,Family,Music",4.6,7000000.0,436000.0,2013,7436000.0
Lovelace,93.0,"Biography,Drama",6.2,357000.0,1200000.0,2013,1557000.0
We Are Family,115.0,"Drama,Family",5.6,638000.0,393000.0,2010,1031000.0
We Are Family,100.0,Comedy,5.0,638000.0,393000.0,2010,1031000.0
We Are Family,99.0,Comedy,6.1,638000.0,393000.0,2010,1031000.0
The Wolverine,126.0,"Action,Adventure,Sci-Fi",6.7,132600000.0,282300000.0,2013,414900000.0
Arthur Christmas,97.0,"Adventure,Animation,Comedy",7.1,46500000.0,101000000.0,2011,147500000.0
Brick Mansions,90.0,"Action,Crime",5.7,20400000.0,48500000.0,2014,68900000.0
Big Miracle,107.0,"Biography,Drama,Family",6.5,20200000.0,4600000.0,2012,24800000.0
The Pirates! Band of Misfits,88.0,"Adventure,Animation,Comedy",6.7,31100000.0,92000000.0,2012,123100000.0
Deadpool,108.0,"Action,Adventure,Comedy",8.0,363100000.0,420000000.0,2016,783100000.0
No Problem,139.0,"Action,Comedy,Crime",4.2,285000.0,369000.0,2010,654000.0
Another Year,129.0,"Comedy,Drama",7.3,3200000.0,16500000.0,2010,19700000.0
Another Year,107.0,"Drama,Romance",6.6,3200000.0,16500000.0,2010,19700000.0
Another Year,181.0,Documentary,7.2,3200000.0,16500000.0,2010,19700000.0
Faster,98.0,"Action,Crime,Drama",6.5,23200000.0,12400000.0,2010,35600000.0
The Apparition,83.0,"Horror,Thriller",4.1,4900000.0,4700000.0,2012,9600000.0
The Apparition,144.0,Drama,6.4,4900000.0,4700000.0,2012,9600000.0
Mother's Day,112.0,"Drama,Horror,Thriller",6.3,32500000.0,15900000.0,2016,48400000.0
Mother's Day,118.0,"Comedy,Drama,Romance",5.7,32500000.0,15900000.0,2016,48400000.0
Hysteria,100.0,"Comedy,Romance",6.7,1800000.0,7700000.0,2012,9500000.0
Hysteria,81.0,"Drama,Thriller",7.4,1800000.0,7700000.0,2012,9500000.0
13 Assassins,141.0,"Action,Adventure,Drama",7.6,803000.0,16800000.0,2011,17603000.0
Rio,96.0,"Adventure,Animation,Comedy",6.9,143600000.0,341000000.0,2011,484600000.0
Rio,90.0,Documentary,8.3,143600000.0,341000000.0,2011,484600000.0
Rio,87.0,Drama,2.6,143600000.0,341000000.0,2011,484600000.0
Oranges and Sunshine,105.0,"Drama,History",7.1,143000.0,2400000.0,2011,2543000.0
Charlie St. Cloud,99.0,"Drama,Fantasy,Romance",6.5,31200000.0,17000000.0,2010,48200000.0
Guzaarish,126.0,Drama,7.5,1000000.0,695000.0,2010,1695000.0
Battleship,131.0,"Action,Adventure,Sci-Fi",5.8,65400000.0,237600000.0,2012,303000000.0
A Little Bit of Heaven,106.0,"Comedy,Drama,Fantasy",6.3,15400.0,1300000.0,2012,1315400.0
Young Goethe in Love,102.0,"Drama,Romance",6.7,162000.0,5600000.0,2011,5762000.0
Little White Lies,154.0,"Comedy,Drama",7.1,206000.0,48300000.0,2012,48506000.0
Pina,103.0,"Documentary,Music",7.7,3500000.0,11100000.0,2011,14600000.0
Submarine,97.0,"Comedy,Drama,Romance",7.3,468000.0,397000.0,2011,865000.0
This Must Be the Place,118.0,"Comedy,Drama",6.7,144000.0,11600000.0,2012,11744000.0
The American,105.0,"Crime,Drama,Thriller",6.3,35600000.0,32299999.0,2010,67899999.0
Bel Ami,102.0,"Drama,History,Romance",5.4,120000.0,8199999.0,2012,8319999.0
Martha Marcy May Marlene,102.0,"Drama,Mystery,Thriller",6.9,3000000.0,548000.0,2011,3548000.0
Quartet,94.0,"Comedy,Drama",6.8,18400000.0,41100000.0,2013,59500000.0
Salmon Fishing in the Yemen,107.0,"Comedy,Drama,Romance",6.8,9000000.0,25500000.0,2012,34500000.0
Rise of the Guardians,97.0,"Action,Adventure,Animation",7.3,103400000.0,203500000.0,2012,306900000.0
Prometheus,124.0,"Adventure,Mystery,Sci-Fi",7.0,126500000.0,276900000.0,2012,403400000.0
Killer Elite,116.0,"Action,Crime,Thriller",6.5,25100000.0,31300000.0,2011,56400000.0
Winnie the Pooh,63.0,"Adventure,Animation,Comedy",7.2,26700000.0,23200000.0,2011,49900000.0
Filth,97.0,"Comedy,Crime,Drama",7.1,34400.0,8300000.0,2014,8334400.0
Vanishing on 7th Street,92.0,"Horror,Mystery,Thriller",4.9,22700.0,1000000.0,2011,1022700.0
Monsters University,104.0,"Adventure,Animation,Comedy",7.3,268500000.0,475700000.0,2013,744200000.0
The Help,146.0,Drama,8.1,169700000.0,46900000.0,2011,216600000.0
Gravity,91.0,"Drama,Sci-Fi,Thriller",7.7,274100000.0,449100000.0,2013,723200000.0
My Afternoons with Margueritte,82.0,"Comedy,Drama",7.2,667000.0,13600000.0,2011,14267000.0
The Wall,78.0,Documentary,9.2,1800000.0,2700000.0,2017,4500000.0
The Wall,108.0,"Drama,Fantasy,Mystery",6.8,1800000.0,2700000.0,2017,4500000.0
The Wall,88.0,"Action,Drama,Thriller",6.2,1800000.0,2700000.0,2017,4500000.0
The Wall,73.0,Drama,6.7,1800000.0,2700000.0,2017,4500000.0
Khatta Meetha,157.0,"Comedy,Crime,Drama",5.8,542000.0,499000.0,2010,1041000.0
We Have a Pope,102.0,"Comedy,Drama",6.7,548000.0,15600000.0,2012,16148000.0
Goon,92.0,"Comedy,Drama,Sport",6.8,4200000.0,2300000.0,2012,6500000.0
Legend of the Fist: The Return of Chen Zhen,106.0,"Action,Drama,History",6.3,50400.0,26500000.0,2011,26550400.0
The Conjuring,112.0,"Horror,Mystery,Thriller",7.5,137400000.0,182100000.0,2013,319500000.0
The Next Three Days,133.0,"Action,Crime,Drama",7.4,21100000.0,46300000.0,2010,67400000.0
Love Crime,106.0,"Crime,Drama,Mystery",6.5,540000.0,3100000.0,2011,3640000.0
Dream House,84.0,"Drama,Mystery,Thriller",6.0,21300000.0,17200000.0,2011,38500000.0
Letters to God,110.0,"Drama,Family",6.3,2800000.0,60300.0,2010,2860300.0
Buried,95.0,"Drama,Mystery,Thriller",7.0,1000000.0,18100000.0,2010,19100000.0
Buried,95.0,Thriller,6.0,1000000.0,18100000.0,2010,19100000.0
The Odd Life of Timothy Green,105.0,"Comedy,Drama,Family",6.6,51900000.0,4200000.0,2012,56100000.0
The Grandmaster,130.0,"Action,Biography,Drama",6.6,6600000.0,57500000.0,2013,64100000.0
"Big Mommas: Like Father, Like Son",107.0,"Action,Comedy,Crime",4.4,37900000.0,44800000.0,2011,82700000.0
Leaving,94.0,"Comedy,Drama",6.0,176000.0,893000.0,2010,1069000.0
I Am Number Four,111.0,"Action,Adventure,Sci-Fi",6.1,55100000.0,94800000.0,2011,149900000.0
Heartbreaker,105.0,"Comedy,Romance",6.8,504000.0,46900000.0,2010,47404000.0
Joy,75.0,Drama,6.1,56500000.0,44700000.0,2015,101200000.0
Joy,124.0,Drama,6.6,56500000.0,44700000.0,2015,101200000.0
Joy,80.0,Drama,7.1,56500000.0,44700000.0,2015,101200000.0
Joy,99.0,Drama,6.5,56500000.0,44700000.0,2015,101200000.0
Baywatch,116.0,"Action,Comedy,Crime",5.6,58100000.0,119800000.0,2017,177900000.0
MacGruber,90.0,"Action,Comedy,Romance",5.5,8500000.0,797000.0,2010,9297000.0
"Tuesday, After Christmas",99.0,"Drama,Romance",7.0,27800.0,36200.0,2011,64000.0
Monsters,94.0,"Drama,Sci-Fi,Thriller",6.4,237000.0,4000000.0,2010,4237000.0
Monsters,87.0,Horror,4.0,237000.0,4000000.0,2010,4237000.0
Max Steel,92.0,"Action,Adventure,Family",4.6,3800000.0,2500000.0,2016,6300000.0
The Well-Digger's Daughter,107.0,"Drama,Romance",7.0,386000.0,12200000.0,2012,12586000.0
Bridget Jones's Baby,123.0,"Comedy,Drama,Romance",6.5,24300000.0,187700000.0,2016,212000000.0
Aquaman,143.0,"Action,Adventure,Fantasy",7.1,335100000.0,812700000.0,2018,1147800000.0
Hyde Park on Hudson,94.0,"Biography,Comedy,Drama",5.9,6400000.0,2500000.0,2012,8900000.0
Bridesmaids,125.0,"Comedy,Romance",6.8,169100000.0,119300000.0,2011,288400000.0
Attack the Block,88.0,"Action,Comedy,Sci-Fi",6.7,1000000.0,4800000.0,2011,5800000.0
Cosmopolis,109.0,"Drama,Fantasy",5.0,764000.0,5300000.0,2012,6064000.0
Oblivion,124.0,"Action,Adventure,Sci-Fi",7.0,89100000.0,197100000.0,2013,286200000.0
Oblivion,116.0,Thriller,8.0,89100000.0,197100000.0,2013,286200000.0
The Greatest Showman,105.0,"Biography,Drama,Musical",7.6,174300000.0,260700000.0,2017,435000000.0
Red Riding Hood,100.0,"Fantasy,Horror,Mystery",5.5,37700000.0,51500000.0,2011,89200000.0
Tamara Drewe,107.0,"Comedy,Drama,Romance",6.2,560000.0,11400000.0,2010,11960000.0
The Raven,110.0,"Crime,Mystery,Thriller",6.4,16000000.0,13600000.0,2012,29600000.0
Chalet Girl,97.0,"Comedy,Romance,Sport",6.3,1700.0,1700000.0,2011,1701700.0
Khumba,85.0,"Adventure,Animation,Family",5.7,1000.0,27200000.0,2013,27201000.0
