title,runtime_minutes,genres,averagerating,domestic_gross,foreign_gross,year,global_sales
The Change-Up,112.0,"Comedy,Fantasy",6.3,37100000.0,38400000.0,2011,75500000.0
The Forest,98.0,"Horror,Thriller",3.5,26600000.0,11000000.0,2016,37600000.0
The Forest,93.0,"Horror,Mystery,Thriller",4.8,26600000.0,11000000.0,2016,37600000.0
The Forest,72.0,"Documentary,History",7.1,26600000.0,11000000.0,2016,37600000.0
The Forest,109.0,"Drama,Fantasy,Horror",6.5,26600000.0,11000000.0,2016,37600000.0
Central Intelligence,107.0,"Action,Comedy,Crime",6.3,127400000.0,89500000.0,2016,216900000.0
The Tree,100.0,"Drama,Romance",6.6,71200.0,2100000.0,2011,2171200.0
The Tree,90.0,Drama,6.7,71200.0,2100000.0,2011,2171200.0
The Tree,95.0,"Drama,Family",6.7,71200.0,2100000.0,2011,2171200.0
Underworld Awakening,88.0,"Action,Fantasy,Horror",6.4,62300000.0,97800000.0,2012,160100000.0
The Paperboy,107.0,"Crime,Drama,Mystery",5.8,693000.0,661000.0,2012,1354000.0
Anjaana Anjaani,151.0,"Comedy,Drama,Musical",5.8,855000.0,761000.0,2010,1616000.0
Horrible Bosses,98.0,"Comedy,Crime",6.9,117500000.0,92100000.0,2011,209600000.0
Drive Angry,104.0,"Action,Fantasy,Thriller",5.4,10700000.0,18200000.0,2011,28900000.0
Fantastic Four,100.0,"Action,Adventure,Drama",4.3,56100000.0,111900000.0,2015,168000000.0
Road to Nowhere,121.0,"Romance,Thriller",5.5,40300.0,121000.0,2011,161300.0
The King's Speech,118.0,"Biography,Drama,History",8.0,135500000.0,275400000.0,2010,410900000.0
Haywire,93.0,"Action,Drama,Thriller",5.8,18900000.0,14400000.0,2012,33300000.0
Caterpillar,85.0,"Drama,War",6.7,4200.0,248000.0,2011,252200.0
Le Havre,93.0,"Comedy,Drama",7.2,612000.0,9900000.0,2011,10512000.0
Sherlock Holmes: A Game of Shadows,129.0,"Action,Adventure,Crime",7.5,186800000.0,358600000.0,2011,545400000.0
Anonymous,130.0,"Drama,Thriller",6.9,4500000.0,10900000.0,2011,15400000.0
Potiche,103.0,Comedy,6.4,1600000.0,21600000.0,2011,23200000.0
Kaboom,86.0,"Comedy,Mystery,Romance",5.7,119000.0,421000.0,2011,540000.0
Contraband,109.0,"Action,Crime,Drama",6.5,66500000.0,29700000.0,2012,96200000.0
Vacation,99.0,"Adventure,Comedy",6.1,58900000.0,46000000.0,2015,104900000.0
Melancholia,135.0,"Drama,Sci-Fi",7.2,3000000.0,12900000.0,2011,15900000.0
Melancholia,75.0,"Drama,Mystery,Romance",3.3,3000000.0,12900000.0,2011,15900000.0
Archipelago,114.0,Drama,6.3,7800.0,492000.0,2014,499800.0
Archipelago,61.0,Documentary,6.1,7800.0,492000.0,2014,499800.0
Horns,120.0,"Crime,Drama,Fantasy",6.5,174000.0,3700000.0,2014,3874000.0
Exodus: Gods and Kings,150.0,"Action,Adventure,Drama",6.0,65000000.0,203200000.0,2014,268200000.0
Daddy's Home,96.0,Comedy,6.2,150400000.0,92400000.0,2015,242800000.0
Daddy's Home,90.0,"Drama,Thriller",5.5,150400000.0,92400000.0,2015,242800000.0
Sea Rex 3D: Journey to a Prehistoric World,41.0,Documentary,6.9,6100000.0,9900000.0,2010,16000000.0
Red Hill,95.0,"Thriller,Western",6.4,21100.0,300000.0,2010,321100.0
Beginners,105.0,"Comedy,Drama,Romance",7.2,5800000.0,8500000.0,2011,14300000.0
Battle of the Year,110.0,"Drama,Music",5.1,8900000.0,7700000.0,2013,16600000.0
Let the Bullets Fly,132.0,"Action,Comedy,Western",7.4,63000.0,104300000.0,2012,104363000.0
Shaolin,131.0,"Action,Drama",6.9,66100.0,33600000.0,2011,33666100.0
Elysium,109.0,"Action,Drama,Sci-Fi",6.6,93100000.0,193100000.0,2013,286200000.0
Captain Phillips,134.0,"Biography,Drama,Thriller",7.8,107100000.0,111700000.0,2013,218800000.0
Hope Springs,100.0,"Comedy,Drama,Romance",6.3,63500000.0,50700000.0,2012,114200000.0
The Ledge,101.0,"Drama,Romance,Thriller",6.5,9200.0,602000.0,2011,611200.0
Paranormal Activity 2,91.0,Horror,5.7,84800000.0,92800000.0,2010,177600000.0
W.E.,119.0,"Drama,History,Romance",6.3,583000.0,285000.0,2012,868000.0
The Mortal Instruments: City of Bones,130.0,"Action,Fantasy,Horror",5.9,31200000.0,64200000.0,2013,95400000.0
Blair Witch,89.0,"Horror,Mystery,Thriller",5.0,20800000.0,24400000.0,2016,45200000.0
The Guard,96.0,"Comedy,Crime,Thriller",7.3,5400000.0,14200000.0,2011,19600000.0
Flypaper,87.0,"Comedy,Crime,Mystery",6.4,5000.0,3100000.0,2011,3105000.0
Snow Flower and the Secret Fan,104.0,"Drama,History",6.1,1300000.0,10000000.0,2011,11300000.0
127 Hours,94.0,"Adventure,Biography,Drama",7.6,18300000.0,42400000.0,2010,60700000.0
Carancho,107.0,"Crime,Drama,Romance",6.9,85500.0,3900000.0,2011,3985500.0
Point Blank,81.0,"Action,Crime,Drama",6.8,708000.0,8500000.0,2011,9208000.0
Point Blank,92.0,"Crime,Documentary,History",8.2,708000.0,8500000.0,2011,9208000.0
Premium Rush,91.0,"Action,Crime,Thriller",6.5,20300000.0,10800000.0,2012,31100000.0
Another Earth,92.0,"Drama,Romance,Sci-Fi",7.0,1300000.0,456000.0,2011,1756000.0
Elles,99.0,Drama,5.6,158000.0,754000.0,2012,912000.0
The Last Stand,107.0,"Action,Thriller",6.4,12100000.0,36300000.0,2013,48400000.0
Country Strong,117.0,"Drama,Music",6.3,20200000.0,310000.0,2010,20510000.0
Mary Queen of Scots,119.0,"Biography,Drama,History",5.5,16500000.0,29900000.0,2018,46400000.0
Mary Queen of Scots,124.0,"Biography,Drama,History",6.3,16500000.0,29900000.0,2018,46400000.0
Elite Squad: The Enemy Within,115.0,"Action,Crime,Drama",8.0,100000.0,62900000.0,2011,63000000.0
Wetlands,111.0,Drama,6.9,59500.0,10500000.0,2014,10559500.0
Wetlands,109.0,"Comedy,Drama",5.8,59500.0,10500000.0,2014,10559500.0
Wetlands,98.0,"Crime,Drama,Thriller",4.2,59500.0,10500000.0,2014,10559500.0
Nostalgia for the Light,90.0,Documentary,7.6,164000.0,13700.0,2011,177700.0
GasLand,107.0,Documentary,7.7,30800.0,18600.0,2010,49400.0
Restrepo,93.0,"Documentary,War",7.5,1300000.0,105000.0,2010,1405000.0
The Master,138.0,Drama,7.1,16399999.0,11900000.0,2012,28299999.0
The Master,86.0,"Action,History",4.8,16399999.0,11900000.0,2012,28299999.0
The Devil Inside,83.0,Horror,4.2,53300000.0,48500000.0,2012,101800000.0
Golmaal 3,155.0,"Action,Comedy",5.4,1100000.0,935000.0,2010,2035000.0
One Day,107.0,"Drama,Romance",7.0,13800000.0,45500000.0,2011,59300000.0
One Day,93.0,"Drama,Romance,Sci-Fi",6.0,13800000.0,45500000.0,2011,59300000.0
One Day,90.0,Family,6.2,13800000.0,45500000.0,2011,59300000.0
One Day,135.0,"Drama,Romance",7.8,13800000.0,45500000.0,2011,59300000.0
One Day,118.0,"Drama,Fantasy",6.6,13800000.0,45500000.0,2011,59300000.0
One Day,99.0,Drama,7.2,13800000.0,45500000.0,2011,59300000.0
Dolphin Tale,113.0,"Drama,Family",6.9,72300000.0,23100000.0,2011,95400000.0
Skyline,92.0,"Action,Sci-Fi,Thriller",4.4,21400000.0,45400000.0,2010,66800000.0
Man on a Ledge,102.0,"Action,Adventure,Crime",6.6,18600000.0,27600000.0,2012,46200000.0
The Girl with the Dragon Tattoo,158.0,"Crime,Drama,Mystery",7.8,10100000.0,94300000.0,2010,104400000.0
War Horse,146.0,"Drama,History,War",7.2,79900000.0,97700000.0,2011,177600000.0
The Secret World of Arrietty,94.0,"Adventure,Animation,Family",7.6,19200000.0,126400000.0,2012,145600000.0
"Crazy, Stupid, Love.",118.0,"Comedy,Drama,Romance",7.4,84400000.0,58500000.0,2011,142900000.0
A Dangerous Method,99.0,"Biography,Drama,Romance",6.4,5700000.0,21800000.0,2011,27500000.0
Mortal Engines,128.0,"Action,Adventure,Fantasy",6.1,16000000.0,67700000.0,2018,83700000.0
Tees Maar Khan,135.0,"Comedy,Crime",2.6,1100000.0,1400000.0,2010,2500000.0
Texas Chainsaw 3D,92.0,"Horror,Thriller",4.8,34300000.0,12900000.0,2013,47200000.0
The Last Circus,107.0,"Comedy,Drama,Horror",6.6,40500.0,3200000.0,2011,3240500.0
Housefull,144.0,Comedy,5.5,1200000.0,1200000.0,2010,2400000.0
Break Ke Baad,118.0,"Comedy,Drama,Romance",5.2,428000.0,389000.0,2010,817000.0
The Dilemma,111.0,"Comedy,Drama",5.3,48500000.0,21200000.0,2011,69700000.0
Larry Crowne,98.0,"Comedy,Drama,Romance",6.1,35600000.0,36400000.0,2011,72000000.0
G.I. Joe: Retaliation,110.0,"Action,Adventure,Sci-Fi",5.8,122500000.0,253200000.0,2013,375700000.0
Unforgivable,111.0,Drama,5.8,154000.0,1200000.0,2012,1354000.0
Catfish,87.0,"Documentary,Drama,Mystery",7.1,3200000.0,242000.0,2010,3442000.0
The Last Godfather,100.0,"Comedy,Crime,Romance",3.7,164000.0,16600000.0,2011,16764000.0
What to Expect When You're Expecting,110.0,"Comedy,Drama,Romance",5.7,41200000.0,43200000.0,2012,84400000.0
Machine Gun Preacher,129.0,"Action,Biography,Crime",6.8,539000.0,2800000.0,2011,3339000.0
Maleficent,97.0,"Action,Adventure,Family",7.0,241400000.0,517100000.0,2014,758500000.0
Exit Through the Gift Shop,87.0,"Comedy,Crime,Documentary",8.0,3300000.0,2000000.0,2010,5300000.0
I Saw the Devil,142.0,"Action,Crime,Drama",7.8,129000.0,12600000.0,2011,12729000.0
Warm Bodies,98.0,"Comedy,Horror,Romance",6.9,66400000.0,50600000.0,2013,117000000.0
"Jeff, Who Lives at Home",83.0,"Comedy,Drama",6.5,4300000.0,148000.0,2012,4448000.0
Of Gods and Men,122.0,"Drama,History",7.2,4000000.0,38200000.0,2011,42200000.0
Bang Bang,102.0,Drama,7.6,2500000.0,39500000.0,2014,42000000.0
Bang Bang,153.0,"Action,Adventure,Comedy",5.5,2500000.0,39500000.0,2014,42000000.0
How I Ended This Summer,130.0,Drama,7.0,8700.0,614000.0,2011,622700.0
Uncle Boonmee Who Can Recall His Past Lives,114.0,"Drama,Fantasy",6.7,184000.0,946000.0,2011,1130000.0
The Last Sentence,126.0,"Biography,Drama",6.1,62500.0,265000.0,2014,327500.0
"If I Want to Whistle, I Whistle",94.0,Drama,7.2,12100.0,220000.0,2011,232100.0
Special Treatment,95.0,"Comedy,Drama",5.6,8900.0,286000.0,2011,294900.0
The Commuter,105.0,"Action,Mystery,Thriller",6.3,36300000.0,83600000.0,2018,119900000.0
Insidious,103.0,"Horror,Mystery,Thriller",6.9,54000000.0,43000000.0,2011,97000000.0
Act of Valor,110.0,"Action,Adventure,Drama",6.5,70000000.0,11300000.0,2012,81300000.0
Lockout,95.0,"Action,Sci-Fi,Thriller",6.1,14300000.0,17900000.0,2012,32200000.0
Fast Five,130.0,"Action,Crime,Thriller",7.3,209800000.0,416300000.0,2011,626100000.0
Pawn Sacrifice,115.0,"Biography,Drama,Sport",7.0,2400000.0,3100000.0,2015,5500000.0
Soul Surfer,112.0,"Biography,Drama,Family",7.1,43900000.0,3200000.0,2011,47100000.0
This Means War,103.0,"Action,Comedy,Romance",6.3,54800000.0,101700000.0,2012,156500000.0
The Big Short,130.0,"Biography,Comedy,Drama",7.8,70300000.0,63200000.0,2015,133500000.0
The Woman in Black,95.0,"Drama,Fantasy,Horror",6.4,54300000.0,73400000.0,2012,127700000.0
Salinger,120.0,Documentary,6.7,584000.0,67000.0,2013,651000.0
Contagion,106.0,"Action,Drama,Thriller",6.6,75700000.0,59800000.0,2011,135500000.0
New Year's Eve,113.0,"Comedy,Romance",5.7,54500000.0,87500000.0,2011,142000000.0
Safe House,115.0,"Action,Adventure,Crime",6.8,126400000.0,81700000.0,2012,208100000.0
The Princess of Montpensier,139.0,"Action,Drama,History",6.4,352000.0,6400000.0,2011,6752000.0
Abduction,106.0,"Action,Mystery,Thriller",5.1,28100000.0,54000000.0,2011,82100000.0
Abduction,84.0,"Horror,Thriller",5.2,28100000.0,54000000.0,2011,82100000.0
Abduction,90.0,"Action,Comedy,Drama",3.0,28100000.0,54000000.0,2011,82100000.0
Abduction,106.0,"Action,Sci-Fi",6.1,28100000.0,54000000.0,2011,82100000.0
The Drop,106.0,"Crime,Drama",7.1,10700000.0,7900000.0,2014,18600000.0
Heartbeats,101.0,"Drama,Romance",7.2,68700.0,520000.0,2011,588700.0
Heartbeats,107.0,"Comedy,Drama,Music",5.4,68700.0,520000.0,2011,588700.0
The Grey,117.0,"Action,Adventure,Drama",6.8,51600000.0,25700000.0,2012,77300000.0
Albert Nobbs,113.0,"Drama,Romance",6.7,3000000.0,2600000.0,2012,5600000.0
2 Days in New York,96.0,"Comedy,Drama,Romance",6.0,633000.0,1000000.0,2012,1633000.0
Only God Forgives,90.0,"Crime,Drama",5.7,779000.0,9900000.0,2013,10679000.0
Amour,127.0,"Drama,Romance",7.9,6700000.0,13100000.0,2012,19800000.0
American Reunion,113.0,Comedy,6.7,57000000.0,178000000.0,2012,235000000.0
The Monk,101.0,"Drama,Mystery,Thriller",5.8,13500.0,794000.0,2013,807500.0
The Monk,93.0,Drama,7.2,13500.0,794000.0,2013,807500.0
The Visit,90.0,"Comedy,Drama,Romance",8.3,65200000.0,33200000.0,2015,98400000.0
The Visit,94.0,"Horror,Mystery,Thriller",6.2,65200000.0,33200000.0,2015,98400000.0
Midnight in Paris,94.0,"Comedy,Fantasy,Romance",7.7,56800000.0,94300000.0,2011,151100000.0
A Good Day to Die Hard,98.0,"Action,Thriller",5.3,67300000.0,237300000.0,2013,304600000.0
The Vow,104.0,"Drama,Romance",6.8,125000000.0,71100000.0,2012,196100000.0
Win Win,106.0,"Comedy,Drama,Sport",7.2,10200000.0,652000.0,2011,10852000.0
Win Win,97.0,Comedy,6.0,10200000.0,652000.0,2011,10852000.0
Zoolander 2,101.0,Comedy,4.7,28800000.0,27900000.0,2016,56700000.0
Band Baaja Baaraat,139.0,"Comedy,Drama,Romance",7.2,43800.0,60700.0,2010,104500.0
Abraham Lincoln: Vampire Hunter,105.0,"Action,Fantasy,Horror",5.9,37500000.0,79000000.0,2012,116500000.0
Kon-Tiki,118.0,"Adventure,History",7.2,1500000.0,21300000.0,2013,22800000.0
Headhunters,96.0,"Action,Crime,Thriller",7.6,1200000.0,14500000.0,2012,15700000.0
Margin Call,107.0,"Drama,Thriller",7.1,5400000.0,14200000.0,2011,19600000.0
The Foreigner,113.0,"Action,Thriller",7.0,34400000.0,111000000.0,2017,145400000.0
The Foreigner,100.0,"Comedy,Romance",6.8,34400000.0,111000000.0,2017,145400000.0
Alvin and the Chipmunks: Chipwrecked,87.0,"Adventure,Animation,Comedy",4.4,133100000.0,209600000.0,2011,342700000.0
J. Edgar,137.0,"Biography,Crime,Drama",6.6,37300000.0,47600000.0,2011,84900000.0
Jupiter Ascending,127.0,"Action,Adventure,Sci-Fi",5.3,47400000.0,136600000.0,2015,184000000.0
The Last Witch Hunter,106.0,"Action,Adventure,Fantasy",6.0,27400000.0,119600000.0,2015,147000000.0
A Wrinkle in Time,109.0,"Adventure,Family,Fantasy",4.2,100500000.0,32200000.0,2018,132700000.0
Free Birds,91.0,"Adventure,Animation,Comedy",5.9,55800000.0,54600000.0,2013,110400000.0
Think Like a Man,122.0,"Comedy,Romance",6.6,91500000.0,4500000.0,2012,96000000.0
30 Minutes or Less,83.0,"Action,Comedy,Crime",6.1,37100000.0,3500000.0,2011,40600000.0
Final Destination 5,92.0,Horror,5.9,42600000.0,115300000.0,2011,157900000.0
The Arbor,94.0,"Biography,Documentary,Drama",7.2,21600.0,105000.0,2011,126600.0
ParaNorman,92.0,"Adventure,Animation,Comedy",7.0,56000000.0,51100000.0,2012,107100000.0
North Sea Texas,98.0,"Drama,Romance",7.2,28300.0,16700.0,2012,45000.0
Young Adult,94.0,"Comedy,Drama",6.3,16300000.0,6600000.0,2011,22900000.0
Gone,85.0,Documentary,6.5,11700000.0,6400000.0,2012,18100000.0
Gone,95.0,Thriller,5.1,11700000.0,6400000.0,2012,18100000.0
Gone,94.0,"Action,Adventure,Drama",5.9,11700000.0,6400000.0,2012,18100000.0
Gone,50.0,Drama,6.6,11700000.0,6400000.0,2012,18100000.0
Independence Day: Resurgence,120.0,"Action,Adventure,Sci-Fi",5.2,103100000.0,286500000.0,2016,389600000.0
Blackthorn,102.0,"Action,Adventure,Western",6.6,201000.0,423000.0,2011,624000.0
Chasing Mavericks,116.0,"Biography,Drama,Sport",7.2,6000000.0,600.0,2012,6000600.0
Edge of Tomorrow,113.0,"Action,Sci-Fi",7.9,100200000.0,270300000.0,2014,370500000.0
Creed,77.0,Horror,6.6,109800000.0,63800000.0,2015,173600000.0
Creed,133.0,"Drama,Sport",7.6,109800000.0,63800000.0,2015,173600000.0
Creed,80.0,"Crime,Drama",5.8,109800000.0,63800000.0,2015,173600000.0
Friends with Benefits,109.0,"Comedy,Romance",6.6,55800000.0,93700000.0,2011,149500000.0
Shark Night 3D,90.0,"Horror,Thriller",4.0,18900000.0,21300000.0,2011,40200000.0
Intruders,100.0,"Fantasy,Horror,Thriller",5.4,69100.0,2900000.0,2012,2969100.0
Intruders,99.0,"Comedy,Mystery,Thriller",6.6,69100.0,2900000.0,2012,2969100.0
Intruders,90.0,"Crime,Drama,Thriller",4.8,69100.0,2900000.0,2012,2969100.0
Intruders,90.0,"Drama,Horror,Thriller",5.7,69100.0,2900000.0,2012,2969100.0
Johnny English Reborn,101.0,"Action,Adventure,Comedy",6.3,8300000.0,151800000.0,2011,160100000.0
Project X,88.0,Comedy,6.7,54700000.0,48000000.0,2012,102700000.0
In Time,109.0,"Action,Crime,Drama",6.7,37500000.0,136400000.0,2011,173900000.0
Ted,106.0,"Comedy,Fantasy",6.9,218800000.0,330600000.0,2012,549400000.0
"Love, Rosie",102.0,"Comedy,Romance",7.2,20400.0,25600000.0,2015,25620400.0
Client 9: The Rise and Fall of Eliot Spitzer,117.0,Documentary,7.4,189000.0,3500.0,2010,192500.0
A Screaming Man,92.0,Drama,6.7,9900.0,175000.0,2011,184900.0
Jumping the Broom,112.0,"Comedy,Drama",5.7,37300000.0,415000.0,2011,37715000.0
Inside Out,93.0,"Crime,Drama",4.6,356500000.0,501100000.0,2015,857600000.0
Inside Out,59.0,Family,7.3,356500000.0,501100000.0,2015,857600000.0
Inside Out,95.0,"Adventure,Animation,Comedy",8.2,356500000.0,501100000.0,2015,857600000.0
Inside Out,75.0,"Biography,Documentary,History",7.5,356500000.0,501100000.0,2015,857600000.0
Armadillo,105.0,"Documentary,War",7.5,14600.0,2000000.0,2011,2014600.0
Inside Job,109.0,"Crime,Documentary",8.3,4300000.0,3600000.0,2010,7900000.0
The Dictator,83.0,Comedy,6.4,59700000.0,119700000.0,2012,179400000.0
Lights Out,87.0,"Drama,Mystery,Thriller",6.4,67300000.0,81600000.0,2016,148900000.0
Lights Out,81.0,"Drama,Horror,Mystery",6.3,67300000.0,81600000.0,2016,148900000.0
How to Train Your Dragon 2,102.0,"Action,Adventure,Animation",7.8,177000000.0,444500000.0,2014,621500000.0
The Names of Love,100.0,"Comedy,Drama,Romance",7.2,514000.0,4099999.0,2011,4613999.0
Le Quattro Volte,88.0,Drama,7.2,153000.0,103000.0,2011,256000.0
The Double,98.0,"Action,Crime,Drama",5.9,138000.0,3600000.0,2011,3738000.0
The Double,93.0,"Comedy,Drama,Mystery",6.5,138000.0,3600000.0,2011,3738000.0
Wrath of the Titans,99.0,"Action,Adventure,Fantasy",5.7,83700000.0,221600000.0,2012,305300000.0
Million Dollar Arm,124.0,"Biography,Drama,Sport",7.0,36500000.0,2800000.0,2014,39300000.0
Here Comes the Boom,105.0,"Action,Comedy,Sport",6.4,45300000.0,27800000.0,2012,73100000.0
The Dark Tower,95.0,"Action,Adventure,Fantasy",5.7,50700000.0,62500000.0,2017,113200000.0
The Impossible,114.0,"Drama,History,Thriller",7.6,19000000.0,161300000.0,2012,180300000.0
Vidal Sassoon: The Movie,90.0,Documentary,6.5,86000.0,38600.0,2011,124600.0
Diary of a Wimpy Kid: Rodrick Rules,99.0,"Comedy,Family",6.6,52700000.0,19700000.0,2011,72400000.0
Super 8,112.0,"Mystery,Sci-Fi,Thriller",7.0,127000000.0,133100000.0,2011,260100000.0
I Wish,128.0,Drama,7.4,146000.0,1400000.0,2012,1546000.0
I Wish,81.0,Fantasy,8.2,146000.0,1400000.0,2012,1546000.0
Kick-Ass 2,103.0,"Action,Comedy,Crime",6.6,28800000.0,32000000.0,2013,60800000.0
Mozart's Sister,120.0,"Biography,Drama,Music",6.4,708000.0,132000.0,2011,840000.0
Mental,116.0,"Comedy,Drama",6.2,17700.0,3600000.0,2013,3617700.0
My Week with Marilyn,99.0,"Biography,Drama",7.0,14600000.0,20500000.0,2011,35100000.0
The Age of Adaline,112.0,"Drama,Fantasy,Romance",7.2,42600000.0,23000000.0,2015,65600000.0
The Artist,100.0,"Comedy,Drama,Romance",7.9,44700000.0,88800000.0,2011,133500000.0
The Artist,100.0,Thriller,6.8,44700000.0,88800000.0,2011,133500000.0
Wanderlust,98.0,"Comedy,Romance",5.6,17500000.0,4200000.0,2012,21700000.0
Colombiana,108.0,"Action,Drama,Thriller",6.4,36700000.0,24300000.0,2011,61000000.0
The Perks of Being a Wallflower,103.0,Drama,8.0,17700000.0,15600000.0,2012,33300000.0
Universal Soldier: Day of Reckoning,114.0,"Action,Horror,Mystery",5.1,5500.0,364000.0,2012,369500.0
Grudge Match,113.0,"Comedy,Drama,Sport",6.4,29800000.0,15100000.0,2013,44900000.0
Polisse,127.0,"Crime,Drama",7.3,211000.0,20200000.0,2012,20411000.0
Fun Size,86.0,"Adventure,Comedy",5.4,9400000.0,2000000.0,2012,11400000.0
The Revenant,156.0,"Action,Adventure,Biography",8.0,183600000.0,349300000.0,2015,532900000.0
The Revenant,80.0,Horror,6.0,183600000.0,349300000.0,2015,532900000.0
Chicken with Plums,93.0,"Comedy,Drama",7.0,254000.0,1200000.0,2012,1454000.0
Pacific Rim,131.0,"Action,Adventure,Sci-Fi",6.9,101800000.0,309200000.0,2013,411000000.0
Pixels,100.0,"Action,Comedy",4.6,78700000.0,166100000.0,2015,244800000.0
Pixels,105.0,"Action,Comedy,Sci-Fi",5.6,78700000.0,166100000.0,2015,244800000.0
Cave of Forgotten Dreams,90.0,"Documentary,History",7.4,5300000.0,1200000.0,2011,6500000.0
Vampires Suck,82.0,Comedy,3.4,36700000.0,43900000.0,2010,80600000.0
Anchor Baby,95.0,"Drama,Thriller",7.0,15800.0,161000.0,2011,176800.0
Mirror Mirror,106.0,"Adventure,Comedy,Drama",5.6,64900000.0,118100000.0,2012,183000000.0
I Hate Luv Storys,129.0,"Comedy,Drama,Romance",5.7,848000.0,14900000.0,2010,15748000.0
Ice Age: Continental Drift,88.0,"Adventure,Animation,Comedy",6.6,161300000.0,715900000.0,2012,877200000.0
Sarah's Key,111.0,"Drama,War",7.5,7700000.0,13400000.0,2011,21100000.0
Now You See Me,115.0,"Crime,Mystery,Thriller",7.3,117700000.0,234000000.0,2013,351700000.0
Now You See Me,98.0,"Drama,Horror,Thriller",7.0,117700000.0,234000000.0,2013,351700000.0
The Sapphires,103.0,"Biography,Comedy,Drama",7.0,2500000.0,18000000.0,2013,20500000.0
All Together,96.0,"Comedy,Drama",6.7,43200.0,7200000.0,2012,7243200.0
Entourage,104.0,Comedy,6.6,32400000.0,16900000.0,2015,49300000.0
Take Shelter,121.0,"Drama,Horror,Thriller",7.4,1700000.0,1400000.0,2011,3100000.0
Ready Player One,140.0,"Action,Adventure,Sci-Fi",7.5,137700000.0,445200000.0,2018,582900000.0
Soldiers of Fortune,94.0,"Action,Thriller",4.3,38900.0,1500000.0,2012,1538900.0
Trolls,92.0,"Adventure,Animation,Comedy",6.5,153700000.0,193200000.0,2016,346900000.0
360,110.0,"Drama,Thriller",6.2,100000.0,1600000.0,2012,1700000.0
Klown,93.0,Comedy,7.2,68800.0,12400000.0,2012,12468800.0
Breathing,94.0,Drama,7.0,4600.0,803000.0,2012,807600.0
Stoker,99.0,"Drama,Thriller",6.8,1700000.0,10400000.0,2013,12100000.0
Wagner & Me,89.0,"Biography,Documentary,History",7.0,37700.0,41000.0,2012,78700.0
Inferno,100.0,Thriller,6.3,34300000.0,185700000.0,2016,220000000.0
Inferno,121.0,"Action,Adventure,Crime",6.2,34300000.0,185700000.0,2016,220000000.0
Inferno,113.0,Drama,6.3,34300000.0,185700000.0,2016,220000000.0
Vampire Academy,104.0,"Action,Comedy,Drama",5.5,7800000.0,7600000.0,2014,15400000.0
You Ain't Seen Nothin' Yet,115.0,"Comedy,Drama",6.4,18900.0,488000.0,2013,506900.0
Despicable Me 2,98.0,"Adventure,Animation,Comedy",7.4,368100000.0,602700000.0,2013,970800000.0
Attenberg,97.0,Drama,6.2,24000.0,45900.0,2012,69900.0
Planes,91.0,"Adventure,Animation,Comedy",5.7,90300000.0,149000000.0,2013,239300000.0
Eyes Wide Open,110.0,"Documentary,History",8.7,26300.0,250000.0,2010,276300.0
The Guilt Trip,95.0,"Comedy,Drama",5.8,37100000.0,4700000.0,2012,41800000.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81.0,"Comedy,Family",6.2,67000000.0,34400000.0,2014,101400000.0
Free Men,99.0,"Drama,History,Romance",6.6,53800.0,564000.0,2012,617800.0
Beginning of the Great Revival,140.0,"Drama,History",2.5,151000.0,58200000.0,2011,58351000.0
Sausage Party,89.0,"Adventure,Animation,Comedy",6.2,97700000.0,43000000.0,2016,140700000.0
The Way He Looks,96.0,"Drama,Romance",7.9,101000.0,1100000.0,2014,1201000.0
Safe Haven,115.0,"Drama,Romance,Thriller",6.7,71300000.0,26200000.0,2013,97500000.0
Justin Bieber: Never Say Never,105.0,"Documentary,Music",1.6,73000000.0,26000000.0,2011,99000000.0
Genius,104.0,"Biography,Drama",6.6,1400000.0,4300000.0,2016,5700000.0
Genius,165.0,"Action,Thriller",4.7,1400000.0,4300000.0,2016,5700000.0
Snowpiercer,126.0,"Action,Drama,Sci-Fi",7.1,4600000.0,82200000.0,2014,86800000.0
Joyful Noise,118.0,"Comedy,Drama,Music",5.8,30900000.0,226000.0,2012,31126000.0
Office Christmas Party,105.0,Comedy,5.8,54800000.0,59700000.0,2016,114500000.0
11-11-11,90.0,"Horror,Mystery,Thriller",4.0,32800.0,5700000.0,2011,5732800.0
Alex Cross,101.0,"Action,Crime,Mystery",5.1,25900000.0,8700000.0,2012,34600000.0
Triple 9,115.0,"Crime,Thriller",6.3,12600000.0,10500000.0,2016,23100000.0
Piranha 3DD,83.0,"Comedy,Horror",3.7,377000.0,8100000.0,2012,8477000.0
The Inbetweeners Movie,97.0,Comedy,6.8,36000.0,88000000.0,2012,88036000.0
My Worst Nightmare,103.0,"Comedy,Drama,Romance",6.0,22000.0,7100000.0,2012,7122000.0
Another Happy Day,119.0,"Comedy,Drama",6.0,8500.0,347000.0,2011,355500.0
Friends with Kids,107.0,"Comedy,Drama,Romance",6.1,7300000.0,5800000.0,2012,13100000.0
We're the Millers,110.0,"Comedy,Crime",7.0,150400000.0,119600000.0,2013,270000000.0
Shame,101.0,Drama,7.2,3900000.0,13800000.0,2011,17700000.0
Shame,90.0,Drama,6.4,3900000.0,13800000.0,2011,17700000.0
Beyond Outrage,112.0,"Action,Crime,Drama",6.8,3900.0,16200000.0,2014,16203900.0
Killer Joe,102.0,"Crime,Drama,Thriller",6.7,2000000.0,1700000.0,2012,3700000.0
